dataset,formula_name,formula_label,site_branch,interaction_branch,source_stage,model_class,model_class_label,family,model_id,benchmark_id,model_display_label,threshold,reporting_note,false_positive_rate_year_1,false_positive_rate_year_2,false_positive_rate_year_3,false_positive_rate_year_4,false_positive_rate_year_5,false_positive_rate_year_6,false_positive_rate_year_7,false_positive_rate_year_8,false_positive_rate_year_9,false_positive_rate_year_10,false_positive_rate_lower_year_1,false_positive_rate_lower_year_2,false_positive_rate_lower_year_3,false_positive_rate_lower_year_4,false_positive_rate_lower_year_5,false_positive_rate_lower_year_6,false_positive_rate_lower_year_7,false_positive_rate_lower_year_8,false_positive_rate_lower_year_9,false_positive_rate_lower_year_10,false_positive_rate_upper_year_1,false_positive_rate_upper_year_2,false_positive_rate_upper_year_3,false_positive_rate_upper_year_4,false_positive_rate_upper_year_5,false_positive_rate_upper_year_6,false_positive_rate_upper_year_7,false_positive_rate_upper_year_8,false_positive_rate_upper_year_9,false_positive_rate_upper_year_10,false_positive_burden_year_1,false_positive_burden_year_2,false_positive_burden_year_3,false_positive_burden_year_4,false_positive_burden_year_5,false_positive_burden_year_6,false_positive_burden_year_7,false_positive_burden_year_8,false_positive_burden_year_9,false_positive_burden_year_10,false_positive_burden_lower_year_1,false_positive_burden_lower_year_2,false_positive_burden_lower_year_3,false_positive_burden_lower_year_4,false_positive_burden_lower_year_5,false_positive_burden_lower_year_6,false_positive_burden_lower_year_7,false_positive_burden_lower_year_8,false_positive_burden_lower_year_9,false_positive_burden_lower_year_10,false_positive_burden_upper_year_1,false_positive_burden_upper_year_2,false_positive_burden_upper_year_3,false_positive_burden_upper_year_4,false_positive_burden_upper_year_5,false_positive_burden_upper_year_6,false_positive_burden_upper_year_7,false_positive_burden_upper_year_8,false_positive_burden_upper_year_9,false_positive_burden_upper_year_10,false_positive_per_100_year_1,false_positive_per_100_year_2,false_positive_per_100_year_3,false_positive_per_100_year_4,false_positive_per_100_year_5,false_positive_per_100_year_6,false_positive_per_100_year_7,false_positive_per_100_year_8,false_positive_per_100_year_9,false_positive_per_100_year_10,ppv_year_1,ppv_year_2,ppv_year_3,ppv_year_4,ppv_year_5,ppv_year_6,ppv_year_7,ppv_year_8,ppv_year_9,ppv_year_10,tpr_year_1,tpr_year_2,tpr_year_3,tpr_year_4,tpr_year_5,tpr_year_6,tpr_year_7,tpr_year_8,tpr_year_9,tpr_year_10,net_benefit_year_1,net_benefit_year_2,net_benefit_year_3,net_benefit_year_4,net_benefit_year_5,net_benefit_year_6,net_benefit_year_7,net_benefit_year_8,net_benefit_year_9,net_benefit_year_10,net_benefit_lower_year_1,net_benefit_lower_year_2,net_benefit_lower_year_3,net_benefit_lower_year_4,net_benefit_lower_year_5,net_benefit_lower_year_6,net_benefit_lower_year_7,net_benefit_lower_year_8,net_benefit_lower_year_9,net_benefit_lower_year_10,net_benefit_upper_year_1,net_benefit_upper_year_2,net_benefit_upper_year_3,net_benefit_upper_year_4,net_benefit_upper_year_5,net_benefit_upper_year_6,net_benefit_upper_year_7,net_benefit_upper_year_8,net_benefit_upper_year_9,net_benefit_upper_year_10,support_label_year_1,support_label_year_2,support_label_year_3,support_label_year_4,support_label_year_5,support_label_year_6,support_label_year_7,support_label_year_8,support_label_year_9,support_label_year_10,reporting_status_year_1,reporting_status_year_2,reporting_status_year_3,reporting_status_year_4,reporting_status_year_5,reporting_status_year_6,reporting_status_year_7,reporting_status_year_8,reporting_status_year_9,reporting_status_year_10
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_weibull,NA,Cure MLE: other,0.15,Stage 6 carry-forward was not joined in this refresh run.,0.146596858638743,0.0592592592592592,0.521367521367521,0.87,1,1,1,1,1,1,0.0103626943005181,0,0.0341530054644809,0.222197640117994,0.419354838709677,0.559970588235294,0.70582788671024,0.777777777777778,1,NA,0.214669537803299,0.549809160305343,1,1,1,1,1,1,1,NA,0.133175210201717,0.0501607623779296,0.417667554189871,0.684779618545458,0.758641451967406,0.723651699465765,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0.0103626943005181,0,0.0341530054644809,0.222197640117994,0.419354838709677,0.559970588235294,0.70582788671024,0.777777777777778,1,NA,0.214669537803299,0.549809160305343,1,1,1,1,1,1,1,NA,13.3175210201717,5.01607623779296,41.7667554189871,68.4779618545458,75.8641451967406,72.3651699465765,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.1968376030096,0.574914445594025,0.239890429088784,0.224696341721837,0.241358548032594,0.276348300534235,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.356489626469932,0.441852758784298,0.662724175877416,0.932192216945626,1,1,1,1,1,1,0.00913683451891371,0.0589889073760592,0.0581097578859701,0.0776174551584821,0.107480644744228,0.148645059452041,0.148645059452041,0.238261368983405,0.238261368983405,0.238261368983405,-0.00843381816982269,0.0159515251910454,0.0231095134676945,0.028931266735366,0.0464710820589404,0.0604011004409918,0.0610034278328998,0.0963890555138148,0.102658407526602,0.115747045627244,0.0367033634128014,0.0955018795590212,0.127084187270253,0.140955126534606,0.181555530986967,0.243218544734247,0.243204246348233,0.381951502455112,0.398835188225927,0.453905832577853,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_aft_sensitivity,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.141361256544503,0.0074074074074074,0.0427350427350427,0.06,0.28125,0.566666666666667,0.681818181818182,0.916666666666667,1,1,0,0,0,0,0.015924317617866,0.125,0.2,0.272727272727273,0,NA,0.172122464005236,0.300639534883721,0.776974806989029,0.911290849673203,1,1,1,1,1,NA,0.128418952694512,0.0062700952972412,0.0342350454253992,0.047226180589342,0.213367908365833,0.410069296363933,0.493398885999385,0.59352135000043,0.647477836364105,0.647477836364105,0,0,0,0,0.015924317617866,0.125,0.2,0.272727272727273,0,NA,0.172122464005236,0.300639534883721,0.776974806989029,0.911290849673203,1,1,1,1,1,NA,12.8418952694512,0.62700952972412,3.42350454253992,4.7226180589341995,21.3367908365833,41.0069296363933,49.3398885999385,59.352135000043006,64.7477836364105,64.7477836364105,0.202650505353568,0.893451022491232,0.664611710412827,0.589576630665215,0.363541548825005,0.29979215115542,0.306101484354243,0.367196976952587,0.352522163635895,0.352522163635895,0.356489626469932,0.342438174595598,0.341080080903446,0.31865554587042,0.504952365292192,0.635321772257115,0.787609314497113,0.976968296727892,1,1,5.33604027941476e-4,0.0510094523740453,0.0592820452628734,0.0560342614718878,0.068532592621089,0.0730527679646688,0.0943047740463647,0.196022640266083,0.190652704544868,0.190652704544868,-0.0110117403518671,0.00203491208381372,0.00541256568278192,0.0107663206507222,0.017047243101358,0.0232878416033873,0.00969059876622184,0.0173676465622166,-0.00193884945674959,0.0356454242275467,0.029518282132177,0.0902792722178454,0.0995002674700297,0.108281670431488,0.138888473028368,0.20580079513302801,0.205169693068672,0.357559465163509,0.380020203288619,0.444112826410245,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_coxlatency,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0209424083769633,0.0148148148148148,0.0769230769230769,0.43,0.515625,0.866666666666667,0.863636363636364,1,1,1,0,0,0,0,0.0270854630954815,0.18168449197861,0.1996875,0.461538461538462,0.333333333333333,NA,0.145096610535406,0.28231699751861,0.73080136402387,0.891435532233883,1,1,1,1,1,NA,0.0190250300288166,0.0125401905944824,0.0616230817657186,0.338454294223617,0.391174498670694,0.627164806203663,0.624971922265887,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0270854630954815,0.18168449197861,0.1996875,0.461538461538462,0.333333333333333,NA,0.145096610535406,0.28231699751861,0.73080136402387,0.891435532233883,1,1,1,1,1,NA,1.90250300288166,1.25401905944824,6.162308176571861,33.8454294223617,39.117449867069396,62.7164806203663,62.4971922265887,64.7477836364105,64.7477836364105,64.7477836364105,0.313307394623824,0.84399060687015,0.524013355890475,0.258683304883372,0.299651792842323,0.294588902479556,0.295317294426332,0.352522163635895,0.352522163635895,0.352522163635895,0.0948096253867917,0.441852758784298,0.341080080903446,0.554747210197257,0.693442905529573,0.947761311015894,0.947761311015894,1,1,1,0.00392402031186927,0.0647057589706026,0.0524350361777936,0.0334904378045308,0.0695747481544474,0.105121026060425,0.105669247044869,0.190652704544868,0.190652704544868,0.190652704544868,-0.00499559026623107,0,0.00332393953019527,0.0105041713387288,0.017188819795077,0.0180022405708332,0.00723810857372338,0.0379270591432543,0.0291212463313669,0.0435173973446556,0.0314023443072479,0.0908127957368385,0.0977736721427442,0.107361895135395,0.136288377686263,0.199191842006979,0.201370093110687,0.34329984977266,0.379042709859995,0.450342902345772,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_exp,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0994764397905759,0.0148148148148148,0.0598290598290598,0.45,0.65625,0.866666666666667,0.954545454545455,1,1,1,0,0,0,0,0.0982164541590771,0.243196644920783,0.345833333333333,0.349583333333333,0,NA,0.162322160254951,0.317912918010524,0.669782127594628,0.933493975903614,1,1,1,1,1,NA,0.0903688926368791,0.0125401905944824,0.0479290635955589,0.354196354420065,0.49785845285361,0.627164806203663,0.690758440399139,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0982164541590771,0.243196644920783,0.345833333333333,0.349583333333333,0,NA,0.162322160254951,0.317912918010524,0.669782127594628,0.933493975903614,1,1,1,1,1,NA,9.03688926368791,1.25401905944824,4.79290635955589,35.419635442006495,49.785845285361,62.7164806203663,69.0758440399139,64.7477836364105,64.7477836364105,64.7477836364105,0.241810904296111,0.820928893733275,0.585997086231171,0.281699294571112,0.260749309185926,0.294588902479556,0.285747465959679,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.374430079499532,0.341080080903446,0.652460210223085,0.727569739757347,0.947761311015894,1,1,1,1,0.00622932514922003,0.0543538739677965,0.0558585407203335,0.0503577263621448,0.0511405627668827,0.105121026060425,0.10365869043445,0.190652704544868,0.190652704544868,0.190652704544868,-0.0108770183607746,0.00729309894727075,0.00461075152421714,0.0100111748880544,0.0127026098723844,0.0209334161377102,0.0139634360042808,0.0152615711532067,0.00412895063281134,0.0209933875436845,0.0283145541815424,0.0902767125037792,0.0952541395064715,0.103290105643714,0.135569709471596,0.201363955750316,0.201370093110687,0.358081516418334,0.376327738779215,0.44062362764035,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_llogis,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0837696335078534,0.0148148148148148,0.0427350427350427,0.43,0.609375,0.866666666666667,1,1,1,1,0,0,0,0,0.0780949519230769,0.205,0.333333333333333,0.332894736842105,0,NA,0.170464538602101,0.322126990241397,0.654355321658652,0.932586970613656,1,1,1,1,1,NA,0.0761001201152666,0.0125401905944824,0.0342350454253992,0.338454294223617,0.462297134792638,0.627164806203663,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0780949519230769,0.205,0.333333333333333,0.332894736842105,0,NA,0.170464538602101,0.322126990241397,0.654355321658652,0.932586970613656,1,1,1,1,1,NA,7.61001201152666,1.25401905944824,3.42350454253992,33.8454294223617,46.2297134792638,62.7164806203663,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.274695863508855,0.820928893733275,0.664611710412827,0.285274295794512,0.275285373660915,0.294588902479556,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.374430079499532,0.341080080903446,0.634532319885391,0.727569739757347,0.947761311015894,1,1,1,1,0.00979651827962315,0.0543538739677965,0.0592820452628734,0.0504764475181269,0.0600308922821257,0.105121026060425,0.0954353756677938,0.190652704544868,0.190652704544868,0.190652704544868,-0.0113572662187038,0.00544187692121138,0.00835424118296675,0.0124688964712166,0.0166406438785857,0.0222589326429445,0.0142622786364534,0.021683137321421,0.00217665816688485,0.0244476217776824,0.0286421333702523,0.0900512899351284,0.100066362214034,0.107406751557903,0.139984756677873,0.205808324260173,0.204760870888305,0.359339866823988,0.37994385816081,0.444322813633045,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_lnorm,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.109947643979058,0.0074074074074074,0.0854700854700855,0.42,0.625,0.9,1,1,1,1,0,0,0,0,0.08431744312026,0.2,0.333333333333333,0.307692307692308,0,NA,0.171897496727749,0.321687211093991,0.728429717180245,0.9328125,1,1,1,1,1,NA,0.0998814076512874,0.0062700952972412,0.0684700908507985,0.330583264125394,0.474150907479629,0.651286529519188,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.08431744312026,0.2,0.333333333333333,0.307692307692308,0,NA,0.171897496727749,0.321687211093991,0.728429717180245,0.9328125,1,1,1,1,1,NA,9.98814076512874,0.62700952972412,6.84700908507985,33.0583264125394,47.4150907479629,65.1286529519188,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.223938510918572,0.893451022491232,0.512444036848653,0.290096136857365,0.270263227156255,0.291706961552183,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.342438174595598,0.361816384583825,0.634532319885391,0.727569739757347,0.970619736564301,1,1,1,1,0.00385119639561795,0.0510094523740453,0.0548477334031105,0.0524442050426828,0.057067449110378,0.105407482284734,0.0954353756677938,0.190652704544868,0.190652704544868,0.190652704544868,-0.0110372990541711,0.00197906749758031,0.0067353850505714,0.0116222990392688,0.0182497389402353,0.020132644300418,0.0134499065002962,0.0204459082052602,9.02417864670167e-4,0.0219693029395882,0.0290819913023828,0.08952887312666,0.0976461482285985,0.105803189929951,0.138074700089284,0.207053083783153,0.203325603808001,0.359339866823988,0.38066206668448,0.444422730071484,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,cure_weibull,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0890052356020942,0.0148148148148148,0.0427350427350427,0.44,0.59375,0.866666666666667,0.954545454545455,1,1,1,0,0,0,0,0.0664492753623189,0.225630040322581,0.319954545454545,0.315707236842105,0,NA,0.164859363434493,0.321780303030303,0.657900359874044,0.913604797979798,1,1,1,1,1,NA,0.0808563776224708,0.0125401905944824,0.0342350454253992,0.346325324321841,0.450443362105647,0.627164806203663,0.690758440399139,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0664492753623189,0.225630040322581,0.319954545454545,0.315707236842105,0,NA,0.164859363434493,0.321780303030303,0.657900359874044,0.913604797979798,1,1,1,1,1,NA,8.08563776224708,1.25401905944824,3.42350454253992,34.6325324321841,45.0443362105647,62.7164806203663,69.0758440399139,64.7477836364105,64.7477836364105,64.7477836364105,0.262783491425571,0.84399060687015,0.664611710412827,0.280610126714896,0.280497701531541,0.294588902479556,0.285747465959679,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.441852758784298,0.341080080903446,0.634532319885391,0.727569739757347,0.947761311015894,1,1,1,1,0.00860745390282211,0.0647057589706026,0.0592820452628734,0.048508689993571,0.0629943354538734,0.105121026060425,0.10365869043445,0.190652704544868,0.190652704544868,0.190652704544868,-0.0110705993265024,0.00224625004759613,0.00493349334276892,0.0129157085098112,0.0153072269984906,0.0162610367283954,0.0162587219534086,0.0212283416817924,0.0055205521998678,0.0223839075540395,0.0288058579948358,0.0907356319550358,0.0972693813549412,0.105939689087716,0.139394950993302,0.203118431437218,0.203325603808001,0.353775057722576,0.37558914429198,0.444307549192444,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_coxph,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0209424083769633,0.0148148148148148,0.0683760683760684,0.39,0.515625,0.866666666666667,0.863636363636364,1,1,1,0,0,0,0,0,0.137687886825818,0.142857142857143,0.499342105263158,0.154166666666667,NA,0.142857142857143,0.25,0.752696078431372,0.889080459770115,1,1,1,1,1,NA,0.0190250300288166,0.0125401905944824,0.0547760726806388,0.306970173830723,0.391174498670694,0.627164806203663,0.624971922265887,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0,0.137687886825818,0.142857142857143,0.499342105263158,0.154166666666667,NA,0.142857142857143,0.25,0.752696078431372,0.889080459770115,1,1,1,1,1,NA,1.90250300288166,1.25401905944824,5.477607268063879,30.6970173830723,39.117449867069396,62.7164806203663,62.4971922265887,64.7477836364105,64.7477836364105,64.7477836364105,0.313307394623824,0.84399060687015,0.553274614446166,0.26905421315058897,0.299651792842323,0.294588902479556,0.295317294426332,0.352522163635895,0.352522163635895,0.352522163635895,0.0948096253867917,0.441852758784298,0.341080080903446,0.530739350209337,0.693442905529573,0.947761311015894,0.947761311015894,1,1,1,0.00392402031186927,0.0647057589706026,0.0541467884490636,0.0362502667707203,0.0695747481544474,0.105121026060425,0.105669247044869,0.190652704544868,0.190652704544868,0.190652704544868,-0.00715735503003456,0.0079339503132209,0.00730705174804475,0.0175366203126117,0.0223529721012767,0.0227562319114338,0.0128856943849978,0.0344572168426222,0.0229408499543,0.0439452126124646,0.0315410651741631,0.0908927530498159,0.0945031521884903,0.107325186073797,0.137876575540476,0.202891792205901,0.203974744827371,0.343323471358557,0.379891751849462,0.453131609236357,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_exp,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0785340314136126,0.0074074074074074,0.0256410256410256,0.43,0.609375,0.9,1,1,1,1,0,0,0,0,0.111073059360731,0.343489583333333,0.533095238095238,0.615,0.635511363636364,NA,0.146084208597948,0.0752022100706311,0.361987577639751,0.887914165666266,1,1,1,1,1,NA,0.0713438626080624,0.0062700952972412,0.0205410272552395,0.338454294223617,0.462297134792638,0.651286529519188,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.111073059360731,0.343489583333333,0.533095238095238,0.615,0.635511363636364,NA,0.146084208597948,0.0752022100706311,0.361987577639751,0.887914165666266,1,1,1,1,1,NA,7.13438626080624,0.62700952972412,2.05410272552395,33.8454294223617,46.2297134792638,65.1286529519188,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.287739530489876,0.893451022491232,0.767587677752694,0.258683304883372,0.275285373660915,0.291706961552183,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.342438174595598,0.341080080903446,0.554747210197257,0.727569739757347,0.970619736564301,1,1,1,1,0.0109855826564242,0.0510094523740453,0.0627055498054134,0.0334904378045308,0.0600308922821257,0.105407482284734,0.0954353756677938,0.190652704544868,0.190652704544868,0.190652704544868,-0.00786161879533669,0.0166166040578315,0.0197291969743411,0.0179161002100899,0.0172602388427447,0.0188051626799964,0.00934200736392998,0.0372825689646498,0.0315144929942159,0.0543591385087099,0.0295175855398187,0.0905448713029912,0.0980268022257532,0.104906985273073,0.135286662550294,0.201370093110687,0.19772446840341,0.347349610760703,0.379891751849462,0.453131609236357,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_llogis,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0837696335078534,0.0148148148148148,0.0427350427350427,0.43,0.59375,0.866666666666667,1,1,1,1,0,0,0,0,0.0704163577958982,0.242398119122257,0.4,0.428571428571429,0.333333333333333,NA,0.153846153846154,0.266187050359712,0.526837225274725,0.967783080974325,1,1,1,1,1,NA,0.0761001201152666,0.0125401905944824,0.0342350454253992,0.338454294223617,0.450443362105647,0.627164806203663,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0704163577958982,0.242398119122257,0.4,0.428571428571429,0.333333333333333,NA,0.153846153846154,0.266187050359712,0.526837225274725,0.967783080974325,1,1,1,1,1,NA,7.61001201152666,1.25401905944824,3.42350454253992,33.8454294223617,45.0443362105647,62.7164806203663,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.274695863508855,0.820928893733275,0.664611710412827,0.285274295794512,0.280497701531541,0.294588902479556,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.374430079499532,0.341080080903446,0.634532319885391,0.727569739757347,0.947761311015894,1,1,1,1,0.00979651827962315,0.0543538739677965,0.0592820452628734,0.0504764475181269,0.0629943354538734,0.105121026060425,0.0954353756677938,0.190652704544868,0.190652704544868,0.190652704544868,-0.00917955947973369,0.00761352500256287,0.0113601837049493,0.0167294788678264,0.0166698315144134,0.0214405876550618,0.014177760976518,0.023533714040001,0.012783540136856,0.0311725228338262,0.0299417325432346,0.0908927530498159,0.0973993017350095,0.102888632055278,0.135059614980632,0.201346734459406,0.202504159069278,0.351445167334038,0.379891751849462,0.453131609236357,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_lnorm,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.104712041884817,0.0074074074074074,0.0854700854700855,0.42,0.65625,0.933333333333333,1,1,1,1,0,0,0,0,0.0468060661764706,0.2,0.363474025974026,0.454119318181818,0.333333333333333,NA,0.163938629676335,0.296409214092141,0.68948933942509,0.990441176470588,1,1,1,1,1,NA,0.0951251501440832,0.0062700952972412,0.0684700908507985,0.330583264125394,0.49785845285361,0.675408252834714,0.723651699465764,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0468060661764706,0.2,0.363474025974026,0.454119318181818,0.333333333333333,NA,0.163938629676335,0.296409214092141,0.68948933942509,0.990441176470588,1,1,1,1,1,NA,9.51251501440832,0.62700952972412,6.84700908507985,33.0583264125394,49.785845285361,67.54082528347139,72.3651699465764,64.7477836364105,64.7477836364105,64.7477836364105,0.232531795265847,0.893451022491232,0.512444036848653,0.280956142465005,0.260749309185926,0.287155931821603,0.276348300534235,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.342438174595598,0.361816384583825,0.606728635435841,0.727569739757347,0.984538756358739,1,1,1,1,0.00504026077241899,0.0510094523740453,0.0548477334031105,0.046524884307525,0.0511405627668827,0.103223548921148,0.0954353756677938,0.190652704544868,0.190652704544868,0.190652704544868,-0.0104710742268466,0.00293305143774413,0.00738247369905691,0.0141765522288226,0.0191865368887584,0.0200200877111141,0.0138230011090444,0.0184127449367913,0.0119367340775131,0.0429737453491838,0.0293828351392987,0.0897531854105172,0.0963396426727908,0.102626187869075,0.136274891077439,0.201349796934376,0.203305100757138,0.35628862496946,0.375461547665212,0.453131609236357,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
merged,interaction_siteadjusted,interaction_siteadjusted,site_adjusted,age_sex_interaction,Stage 7,frequentist_cure,Frequentist cure,other,nocure_weibull,NA,Cure MLE: other,0.2,Stage 6 carry-forward was not joined in this refresh run.,0.0837696335078534,0.0148148148148148,0.0427350427350427,0.43,0.59375,0.866666666666667,0.954545454545455,1,1,1,0,0,0,0,0.0846112456281948,0.242398119122257,0.4,0.453896103896104,0.496590909090909,NA,0.150259067357513,0.223208661417323,0.477594111969112,0.93127052545156,1,1,1,1,1,NA,0.0761001201152666,0.0125401905944824,0.0342350454253992,0.338454294223617,0.450443362105647,0.627164806203663,0.690758440399139,0.647477836364105,0.647477836364105,0.647477836364105,0,0,0,0,0.0846112456281948,0.242398119122257,0.4,0.453896103896104,0.496590909090909,NA,0.150259067357513,0.223208661417323,0.477594111969112,0.93127052545156,1,1,1,1,1,NA,7.61001201152666,1.25401905944824,3.42350454253992,33.8454294223617,45.0443362105647,62.7164806203663,69.0758440399139,64.7477836364105,64.7477836364105,64.7477836364105,0.274695863508855,0.84399060687015,0.664611710412827,0.276227108988743,0.280497701531541,0.294588902479556,0.285747465959679,0.352522163635895,0.352522163635895,0.352522163635895,0.314801006966178,0.441852758784298,0.341080080903446,0.606728635435841,0.727569739757347,0.947761311015894,1,1,1,1,0.00979651827962315,0.0647057589706026,0.0592820452628734,0.0445571267829691,0.0629943354538734,0.105121026060425,0.10365869043445,0.190652704544868,0.190652704544868,0.190652704544868,-0.0096540766084062,0.00766247738264872,0.0113789502277388,0.0142138156425392,0.0185211578395337,0.0200383232829267,0.0094444816557121,0.0190616200762362,0.00781426458063969,0.0426054214473043,0.0299638143072098,0.090903815596513,0.0972408170124418,0.104561339915621,0.135348841142446,0.203054761217468,0.203305100757138,0.351445167334038,0.375205380081877,0.450407388075955,primary_supported,primary_supported,secondary,secondary,secondary,projection,projection,projection,projection,projection,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported
